"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-10-28","2023","10","28","","8.1","","-2.0","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-10-29","2023","10","29","","9.2","","-1.0","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-10-30","2023","10","30","","9.9","","-1.5","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","17","","34",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-10-31","2023","10","31","","11.0","","-0.1","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-01","2023","11","01","","11.6","","1.9","","6.8","","11.2","","0.0","","5.2","","0.0","","5.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-02","2023","11","02","","16.5","","8.4","","12.5","","5.5","","0.0","","15.5","","0.0","","15.5","","","","18","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-03","2023","11","03","","14.0","","8.4","","11.2","","6.8","","0.0","","0.6","","0.0","","0.6","","","","10","","34",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-04","2023","11","04","","18.0","","10.4","","14.2","","3.8","","0.0","","14.2","","0.0","","14.2","","","","9","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-05","2023","11","05","","14.2","","9.6","","11.9","","6.1","","0.0","","2.8","","0.0","","2.8","","","","10","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-06","2023","11","06","","11.1","","9.1","","10.1","","7.9","","0.0","","6.1","","0.0","","6.1","","","","7","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-07","2023","11","07","","11.0","","6.3","","8.7","","9.3","","0.0","","2.0","","0.0","","2.0","","","","28","","72",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-08","2023","11","08","","8.9","","5.7","","7.3","","10.7","","0.0","","4.8","","0.0","","4.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-09","2023","11","09","","9.8","","3.8","","6.8","","11.2","","0.0","","2.2","","0.0","","2.2","","","","15","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-10","2023","11","10","","9.4","","3.8","","6.6","","11.4","","0.0","","8.5","","0.0","","8.5","","","","13","","58",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-11","2023","11","11","","11.2","","6.5","","8.9","","9.1","","0.0","","20.3","","0.0","","20.3","","","","13","","72",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-12","2023","11","12","","9.7","","4.9","","7.3","","10.7","","0.0","","5.7","","0.0","","5.7","","","","8","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-13","2023","11","13","","10.0","","3.1","","6.6","","11.4","","0.0","","0.3","","0.0","","0.3","","","","28","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-14","2023","11","14","","7.8","","1.7","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-15","2023","11","15","","","M","","M","","M","","M","","M","0.6","","0.0","","0.6","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-16","2023","11","16","","7.8","","-1.6","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-17","2023","11","17","","9.1","","-0.9","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-18","2023","11","18","","11.3","","0.0","","5.7","","12.3","","0.0","","0.3","","0.0","","0.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-19","2023","11","19","","10.4","","4.3","","7.4","","10.6","","0.0","","7.7","","0.0","","7.7","","","","26","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-20","2023","11","20","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-21","2023","11","21","","8.6","","0.2","","4.4","","13.6","","0.0","","9.8","","0.0","","9.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-22","2023","11","22","","7.8","","3.3","","5.6","","12.4","","0.0","","0.4","","0.0","","0.4","","","","30","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-23","2023","11","23","","7.6","","-0.2","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","30","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-24","2023","11","24","","7.3","","-2.2","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-25","2023","11","25","","7.3","","-1.1","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-26","2023","11","26","","5.3","","-1.7","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-27","2023","11","27","","6.9","","1.7","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-28","2023","11","28","","4.5","","-0.9","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-29","2023","11","29","","5.0","","-3.1","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-11-30","2023","11","30","","5.6","","-2.2","","1.7","","16.3","","0.0","","5.0","","0.0","","5.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-01","2023","12","01","","5.7","","3.2","","4.5","","13.5","","0.0","","13.1","","0.0","","13.1","","","","8","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-02","2023","12","02","","9.2","","3.8","","6.5","","11.5","","0.0","","12.9","","0.0","","12.9","","","","11","","50",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-03","2023","12","03","","9.0","","4.9","","7.0","","11.0","","0.0","","6.0","","0.0","","6.0","","","","7","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-04","2023","12","04","","10.5","","5.3","","7.9","","10.1","","0.0","","49.8","","0.0","","49.8","","","","9","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-05","2023","12","05","","12.5","","8.3","","10.4","","7.6","","0.0","","7.7","","0.0","","7.7","","","","17","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-06","2023","12","06","","9.7","","6.8","","8.3","","9.7","","0.0","","2.2","","0.0","","2.2","","","","29","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-07","2023","12","07","","6.8","","4.2","","5.5","","12.5","","0.0","","5.7","","0.0","","5.7","","","","25","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-08","2023","12","08","","6.6","","0.3","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-09","2023","12","09","","4.9","","0.6","","2.8","","15.2","","0.0","","14.8","","0.0","T","14.8","","","","13","","51",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-10","2023","12","10","","7.7","","4.6","","6.2","","11.8","","0.0","","12.9","","0.0","","12.9","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-11","2023","12","11","","7.7","","4.2","","6.0","","12.0","","0.0","","0.0","T","0.0","","0.0","T","","","29","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-12","2023","12","12","","7.4","","1.7","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-13","2023","12","13","","9.5","","0.7","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-14","2023","12","14","","7.4","","5.5","","6.5","","11.5","","0.0","","3.6","","0.0","","3.6","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-15","2023","12","15","","10.7","","5.9","","8.3","","9.7","","0.0","","5.2","","0.0","","5.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-16","2023","12","16","","8.9","","5.1","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-17","2023","12","17","","9.4","","1.3","","5.4","","12.6","","0.0","","0.0","T","0.0","","0.0","T","","","28","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-18","2023","12","18","","8.8","","4.2","","6.5","","11.5","","0.0","","2.7","","0.0","","2.7","","","","32","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-19","2023","12","19","","11.0","","6.9","","9.0","","9.0","","0.0","","11.0","","0.0","","11.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-20","2023","12","20","","10.2","","8.4","","9.3","","8.7","","0.0","","4.4","","0.0","","4.4","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-21","2023","12","21","","9.9","","8.5","","9.2","","8.8","","0.0","","5.7","","0.0","","5.7","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-22","2023","12","22","","9.2","","5.5","","7.4","","10.6","","0.0","","3.8","","0.0","","3.8","","","","28","","50",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-23","2023","12","23","","7.0","","-0.4","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","28","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-24","2023","12","24","","7.1","","-1.1","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","","","8","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-25","2023","12","25","","10.7","","4.9","","7.8","","10.2","","0.0","","7.6","","0.0","","7.6","","","","9","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-26","2023","12","26","","11.0","","4.9","","8.0","","10.0","","0.0","","2.8","","0.0","","2.8","","","","21","","51",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-27","2023","12","27","","11.9","","6.5","","9.2","","8.8","","0.0","","1.1","","0.0","","1.1","","","","9","","44",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-28","2023","12","28","","12.1","","9.2","","10.7","","7.3","","0.0","","4.3","","0.0","","4.3","","","","13","","64",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-29","2023","12","29","","12.4","","7.5","","10.0","","8.0","","0.0","","1.4","","0.0","","1.4","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-30","2023","12","30","","13.2","","8.4","","10.8","","7.2","","0.0","","6.4","","0.0","","6.4","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2023-12-31","2023","12","31","","10.6","","3.9","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
